title	abstract	sha	pmcid
Occurrence of HSV-1-induced pneumonitis in patients under standard immunosuppressive therapy for rheumatic, vasculitic, and connective tissue disease	BACKGROUND: Herpes simplex virus type-1 (HSV-1) has been described to cause respiratory tract infections in critically ill patients or in individuals that are immunocompromised. It is a continuing matter of debate under which circumstances HSV-1 is a relevant pathogen for pneumonitis. While its role during critical illness has been investigated by prospective interventional studies, comparatively little systematic data is available on the role of HSV-1 for pneumonitis in outpatients with autoimmune disease under a maintenance regimen of immunosuppression. METHODS: We retrospectively reviewed the charts of ~1400 patients with rheumatoid arthritis, vasculitis, and systemic lupus erythematosus (SLE) that were followed at the outpatient clinic of a German University hospital during the years 2000–2007. Episodes of admission to a ward resulting in the diagnosis of pneumonia/pneumonitis were identified, and the type of pneumonia and clinical features retrospectively studied. RESULTS: 63 patients with rheumatoid arthritis, vasculitis, or SLE were admitted to a ward and diagnosed to have pneumonia/pneumonitis. Using bronchoscopy a total of 6 cases of pulmonary infection associated with HSV-1 in the lower respiratory tract were identified. Among those, 2 cases suggested a causative role of HSV-1 as the sole agent causing pneumonitis that proved clinically responsive to antiviral treatment. In the remaining 4 cases HSV-1 appeared as a bystander of bacterial infection. Maintenance therapy with leflunomide, which inhibits HSV-1 assembly in vitro, was associated with a milder course of pneumonitis in one patient. Detection of HSV-1 was associated with stronger immunosuppressive regimens and vasculitic disease. CONCLUSION: The present study analyzed the frequency and hallmarks of cases of HSV-1 associated pneumonitis that occurred in a comparatively large cohort of patients with rheumatologic autoimmune diseases. In an area of controversy, this study provides further evidence that HSV-1 causes isolated pneumonitis in the immunocompromised. The study may provide an estimate on the frequency of relevant HSV-1 infection and bacterial agents in outpatients with autoimmune disease.	f4016789973bc61cdb84c457c95e15426e2143b3	PMC2705343
Studies on membrane topology, N-glycosylation and functionality of SARS-CoV membrane protein	The glycosylated membrane protein M of the severe acute respiratory syndrome associated coronavirus (SARS-CoV) is the main structural component of the virion and mediates assembly and budding of viral particles. The membrane topology of SARS-CoV M and the functional significance of its N-glycosylation are not completely understood as is its interaction with the surface glycoprotein S. Using biochemical and immunofluorescence analyses we found that M consists of a short glycosylated N-terminal ectodomain, three transmembrane segments and a long, immunogenic C-terminal endodomain. Although the N-glycosylation site of M seems to be highly conserved between group 1 and 3 coronaviruses, studies using a recombinant SARS-CoV expressing a glycosylation-deficient M revealed that N-glycosylation of M neither influence the shape of the virions nor their infectivity in cell culture. Further functional analysis of truncated M proteins showed that the N-terminal 134 amino acids comprising the three transmembrane domains are sufficient to mediate accumulation of M in the Golgi complex and to enforce recruitment of the viral spike protein S to the sites of virus assembly and budding in the ERGIC.	4395141eef1089f1c75a14912fade412fd694c19	PMC2705359
Toward unsupervised outbreak detection through visual perception of new patterns	"BACKGROUND: Statistical algorithms are routinely used to detect outbreaks of well-defined syndromes, such as influenza-like illness. These methods cannot be applied to the detection of emerging diseases for which no preexisting information is available. This paper presents a method aimed at facilitating the detection of outbreaks, when there is no a priori knowledge of the clinical presentation of cases. METHODS: The method uses a visual representation of the symptoms and diseases coded during a patient consultation according to the International Classification of Primary Care 2(nd )version (ICPC-2). The surveillance data are transformed into color-coded cells, ranging from white to red, reflecting the increasing frequency of observed signs. They are placed in a graphic reference frame mimicking body anatomy. Simple visual observation of color-change patterns over time, concerning a single code or a combination of codes, enables detection in the setting of interest. RESULTS: The method is demonstrated through retrospective analyses of two data sets: description of the patients referred to the hospital by their general practitioners (GPs) participating in the French Sentinel Network and description of patients directly consulting at a hospital emergency department (HED). Informative image color-change alert patterns emerged in both cases: the health consequences of the August 2003 heat wave were visualized with GPs' data (but passed unnoticed with conventional surveillance systems), and the flu epidemics, which are routinely detected by standard statistical techniques, were recognized visually with HED data. CONCLUSION: Using human visual pattern-recognition capacities to detect the onset of unexpected health events implies a convenient image representation of epidemiological surveillance and well-trained ""epidemiology watchers"". Once these two conditions are met, one could imagine that the epidemiology watchers could signal epidemiological alerts, based on ""image walls"" presenting the local, regional and/or national surveillance patterns, with specialized field epidemiologists assigned to validate the signals detected."	9becd2019e0ff5052d47d3d23201cc521375cb03	PMC2706246
Klassevirus 1, a previously undescribed member of the family Picornaviridae, is globally widespread	BACKGROUND: Diarrhea is the third leading infectious cause of death worldwide and is estimated to be responsible for approximately 2 million deaths a year. While many infectious causes of diarrhea have been established, approximately 40% of all diarrhea cases are of unknown etiology. In an effort to identify novel viruses that may be causal agents of diarrhea, we used high throughput mass sequencing to analyze stool samples collected from patients with acute diarrhea. RESULTS: Sequences with limited similarity to known picornaviruses were detected in a stool sample collected in Australia from a child with acute diarrhea. Using a combination of mass sequencing, RT-PCR, 5' RACE and 3' RACE, a 6383 bp fragment of the viral genome was sequenced. Phylogenetic analysis demonstrated that this virus was highly divergent from, but most closely related to, members of the genus Kobuvirus. We have tentatively named this novel virus klassevirus 1. We also detected klassevirus 1 by RT-PCR in a diarrhea specimen collected from a patient in St. Louis, United States as well as in untreated sewage collected in Barcelona, Spain. CONCLUSION: Klassevirus 1 is a previously undescribed picornavirus that is globally widespread and present on at least three continents. Further investigations to determine whether klassevirus 1 is a human pathogen are needed.	049294a884d39102b06a634ba0f4bd3185fcc478	PMC2706813
Remission of Invasive, Cancer Stem-Like Glioblastoma Xenografts Using Lentiviral Vector-Mediated Suicide Gene Therapy	BACKGROUND: Glioblastoma is the most frequent and most malignant primary brain tumor with a poor prognosis. The translation of therapeutic strategies for glioblastoma from the experimental phase into the clinic has been limited by insufficient animal models, which lack important features of human tumors. Lentiviral gene therapy is an attractive therapeutic option for human glioblastoma, which we validated in a clinically relevant animal model. METHODOLOGY/PRINCIPAL FINDINGS: We used a rodent xenograft model that recapitulates the invasive and angiogenic features of human glioblastoma to analyze the transduction pattern and therapeutic efficacy of lentiviral pseudotyped vectors. Both, lymphocytic choriomeningitis virus glycoprotein (LCMV-GP) and vesicular stomatitis virus glycoprotein (VSV-G) pseudotyped lentiviral vectors very efficiently transduced human glioblastoma cells in vitro and in vivo. In contrast, pseudotyped gammaretroviral vectors, similar to those evaluated for clinical therapy of glioblastoma, showed inefficient gene transfer in vitro and in vivo. Both pseudotyped lentiviral vectors transduced cancer stem-like cells characterized by their CD133-, nestin- and SOX2-expression, the ability to form spheroids in neural stem cell medium and to express astrocytic and neuronal differentiation markers under serum conditions. In a therapeutic approach using the suicide gene herpes simplex virus thymidine kinase (HSV-1-tk) fused to eGFP, both lentiviral vectors mediated a complete remission of solid tumors as seen on MRI resulting in a highly significant survival benefit (p<0.001) compared to control groups. In all recurrent tumors, surviving eGFP-positive tumor cells were found, advocating prodrug application for several cycles to even enhance and prolong the therapeutic effect. CONCLUSIONS/SIGNIFICANCE: In conclusion, lentiviral pseudotyped vectors are promising candidates for gene therapy of glioma in patients. The inefficient gene delivery by gammaretroviral vectors is in line with the results obtained in clinical therapy for GBM and thus confirms the high reproducibility of the invasive glioma animal model for translational research.	63205fe99a388f19fde06f422c9ce6c1ddfc52f4	PMC2707627
A Microarray Based Approach for the Identification of Common Foodborne Viruses	An oligonucleotide array (microarray) incorporating 13,000 elements representing selected strains of hepatitis A virus (HAV), human coxsackieviruses A and B (CVA and CVB), genogroups I and II of Norovirus (NV), and human rotavirus (RV) gene segments 3,4,10, and 11 was designed based on the principle of tiling. Each oligonucleotide was 29 bases long, starting at every 5th base of every sequence, resulting in an overlap of 24 bases in two consecutive oligonucleotides. The applicability of the array for virus identification was examined using PCR amplified products from multiple HAV and CV strains. PCR products labeled with biotin were hybridized to the array, and the biotin was detected using a brief reaction with Cy3-labeled streptavidin, the array subjected to laser scanning, and the hybridization data plotted as fluorescence intensity against each oligonucleotide in the array. The combined signal intensities of all probes representing a particular strain of virus were calculated and plotted against all virus strains identified on a linear representation of the array. The profile of the total signal intensity identified the strain that is most likely represented in the amplified cDNA target. The results obtained with HAV and CV indicated that the hybridization profile thus generated can be used to identify closely related viral strains. This represents a significant improvement over current methods for virus identification using PCR amplification and amplicon sequencing.	d1f933dc26c6379a87598a2954792f4943c6c426	PMC2707758
Protein Never in Mitosis Gene A Interacting-1 regulates calpain activity and the degradation of cyclooxygenase-2 in endothelial cells	BACKGROUND: The peptidyl-proline isomerase, Protein Never in Mitosis Gene A Interacting-1 (PIN1), regulates turnover of inducible nitric oxide synthase (iNOS) in murine aortic endothelial cells (MAEC) stimulated with E. coli endotoxin (LPS) and interferon-γ (IFN). Degradation of iNOS was reduced by a calpain inhibitor, suggesting that PIN1 may affect induction of other calpain-sensitive inflammatory proteins, such as cyclooxygenase (COX)-2, in MAEC. METHODS: MAEC, transduced with lentivirus encoding an inactive control short hairpin (sh) RNA or one targeting PIN1 that reduced PIN1 by 85%, were used. Cells were treated with LPS/IFN, calpain inhibitors (carbobenzoxy-valinyl-phenylalaninal (zVF), PD150606), cycloheximide and COX inhibitors to determine the effect of PIN1 depletion on COX-2 and calpain. RESULTS: LPS or IFN alone did not induce COX-2. However, treatment with 10 μg LPS plus 20 ng IFN per ml induced COX-2 protein 10-fold in Control shRNA MAEC. Induction was significantly greater (47-fold) in PIN1 shRNA cells. COX-2-dependent prostaglandin E2 production increased 3-fold in KD MAEC, but did not increase in Control cells. The additional increase in COX-2 protein due to PIN1 depletion was post-transcriptional, as induction of COX-2 mRNA by LPS/IFN was the same in cells containing or lacking PIN1. Instead, the loss of COX-2 protein, after treatment with cycloheximide to block protein synthesis, was reduced in cells lacking PIN1 in comparison with Control cells, indicating that degradation of the enzyme was reduced. zVF and PD150606 each enhanced the induction of COX-2 by LPS/IFN. zVF also slowed the loss of COX-2 after treatment with cycloheximide, and COX-2 was degraded by exogenous μ-calpain in vitro. In contrast to iNOS, physical interaction between COX-2 and PIN1 was not detected, suggesting that effects of PIN1 on calpain, rather than COX-2 itself, affect COX-2 degradation. While cathepsin activity was unaltered, depletion of PIN1 reduced calpain activity by 55% in comparison with Control shRNA cells. CONCLUSION: PIN1 reduced calpain activity and slowed the degradation of COX-2 in MAEC, an effect recapitulated by an inhibitor of calpain. Given the sensitivity of COX-2 and iNOS to calpain, PIN1 may normally limit induction of these and other calpain substrates by maintaining calpain activity in endothelial cells.	d0ce640c27c2c8ef5f83e71bec07d829327d69d6	PMC2708161
Is the risk of multiple sclerosis related to the ‘biography’ of the immune system?	Multiple sclerosis (MS) with onset in childhood offers a unique opportunity to study the infectious background of this disease but the immune reactions against infectious agents in such children have only recently been investigated. These and other epidemiological studies strongly implicate involvement of one or more infectious agents in the aetiology of MS, with Epstein-Barr virus (EBV) being the prime candidate. Rather than being the actual cause of MS, it is more probable that these agents are involved in the development of immunoregulatory pathways. These pathways, if disturbed by hygiene-related factors including an altered sequence of infections, may generate and maintain a deficit within the immunological network that facilitates, to particular early events in the development of MS, preceding the onset of MS disease by years or a decade. A framework that can serve as a guide for further epidemiological, immunologic and molecular biologic investigations is formulated. This approach may shed light on the complex natural history of MS and may lead to rational preventive and therapeutic strategies. It is possible that, in the future, MS could be prevented by vaccination against EBV in early childhood; the framework is of relevance to the design of an appropriate type of vaccine.	e8b5cb3fc6da16eb2ffe2830a159b3aa9c04577d	PMC2708340
Fish Oil-Fed Mice Have Impaired Resistance to Influenza Infection	Dietary fish oils, rich in (n-3) PUFA, including eicosapentaenoic acid and docosahexaenoic acid, have been shown to have antiinflammatory properties. Although the antiinflammatory properties of fish oil may be beneficial during a chronic inflammatory illness, the same antiinflammatory properties can suppress the inflammatory responses necessary to combat acute viral infection. Given that (n-3) fatty acid-rich fish oil supplementation is on the rise and with the increasing threat of an influenza pandemic, we tested the effect of fish oil feeding for 2 wk on the immune response to influenza virus infection. Male C57BL/6 mice fed either a menhaden fish oil/corn oil diet (4 g fish oil:1 g corn oil, wt:wt at 5 g/100 g diet) or a control corn oil diet were infected with influenza A/PuertoRico/8/34 and analyzed for lung pathology and immune function. Although fish oil-fed mice had lower lung inflammation compared with controls, fish oil feeding also resulted in a 40% higher mortality rate, a 70% higher lung viral load at d 7 post infection, and a prolonged recovery period following infection. Although splenic natural killer (NK) cell activity was suppressed in fish oil-fed mice, lung NK activity was not affected. Additionally, lungs of infected fish oil-fed mice had significantly fewer CD8(+) T cells and decreased mRNA expression of macrophage inflammatory protein-1-α, tumor necrosis factor-α, and interleukin-6. These results suggest that the antiinflammatory properties of fish oil feeding can alter the immune response to influenza infection, resulting in increased morbidity and mortality.	fba03517af2ead8777059308f6158076dfd38f91	PMC2709305
Models of epidemics: when contact repetition and clustering should be included	BACKGROUND: The spread of infectious disease is determined by biological factors, e.g. the duration of the infectious period, and social factors, e.g. the arrangement of potentially contagious contacts. Repetitiveness and clustering of contacts are known to be relevant factors influencing the transmission of droplet or contact transmitted diseases. However, we do not yet completely know under what conditions repetitiveness and clustering should be included for realistically modelling disease spread. METHODS: We compare two different types of individual-based models: One assumes random mixing without repetition of contacts, whereas the other assumes that the same contacts repeat day-by-day. The latter exists in two variants, with and without clustering. We systematically test and compare how the total size of an outbreak differs between these model types depending on the key parameters transmission probability, number of contacts per day, duration of the infectious period, different levels of clustering and varying proportions of repetitive contacts. RESULTS: The simulation runs under different parameter constellations provide the following results: The difference between both model types is highest for low numbers of contacts per day and low transmission probabilities. The number of contacts and the transmission probability have a higher influence on this difference than the duration of the infectious period. Even when only minor parts of the daily contacts are repetitive and clustered can there be relevant differences compared to a purely random mixing model. CONCLUSION: We show that random mixing models provide acceptable estimates of the total outbreak size if the number of contacts per day is high or if the per-contact transmission probability is high, as seen in typical childhood diseases such as measles. In the case of very short infectious periods, for instance, as in Norovirus, models assuming repeating contacts will also behave similarly as random mixing models. If the number of daily contacts or the transmission probability is low, as assumed for MRSA or Ebola, particular consideration should be given to the actual structure of potentially contagious contacts when designing the model.	b15e513ac2f5696b1e51324fb0a3118c44a6a9e9	PMC2709892
Rapid and High-Throughput pan-Orthopoxvirus Detection and Identification using PCR and Mass Spectrometry	The genus Orthopoxvirus contains several species of related viruses, including the causative agent of smallpox (Variola virus). In addition to smallpox, several other members of the genus are capable of causing human infection, including monkeypox, cowpox, and other zoonotic rodent-borne poxviruses. Therefore, a single assay that can accurately identify all orthopoxviruses could provide a valuable tool for rapid broad orthopovirus identification. We have developed a pan-Orthopoxvirus assay for identification of all members of the genus based on four PCR reactions targeting Orthopoxvirus DNA and RNA helicase and polymerase genes. The amplicons are detected using electrospray ionization-mass spectrometry (PCR/ESI-MS) on the Ibis T5000 system. We demonstrate that the assay can detect and identify a diverse collection of orthopoxviruses, provide sub-species information and characterize viruses from the blood of rabbitpox infected rabbits. The assay is sensitive at the stochastic limit of PCR and detected virus in blood containing approximately six plaque-forming units per milliliter from a rabbitpox virus-infected rabbit.	82f3e5abcabd0756aae8c054832a80658915bde3	PMC2710004
Pandemic influenza: implications for occupational medicine	This article reviews the biological and occupational medicine literature related to H5N1 pandemic influenza and its impact on infection control, cost and business continuity in settings outside the health care community. The literature on H5N1 biology is reviewed including the treatment and infection control mechanisms as they pertain to occupational medicine. Planning activity for the potential arrival of pandemic avian influenza is growing rapidly. Much has been published on the molecular biology of H5N1 but there remains a paucity of literature on the occupational medicine impacts to organizations. This review summarizes some of the basic science surrounding H5N1 influenza and raises some key concerns in pandemic planning for the occupational medicine professional. Workplaces other than health care settings will be impacted greatly by an H5N1 pandemic and the occupational physician will play an essential role in corporate preparation, response, and business continuity strategies.	49b325fc505d265149ed0c2e9131662626c16939	PMC2710320
Evidence of Recombination and Genetic Diversity in Human Rhinoviruses in Children with Acute Respiratory Infection	BACKGROUND: Human rhinoviruses (HRVs) are a highly prevalent cause of acute respiratory infection in children. They are classified into at least three species, HRV-A, HRV-B and HRV-C, which are characterized by sequencing the 5′ untranslated region (UTR) or the VP4/VP2 region of the genome. Given the increased interest for novel HRV strain identification and their worldwide distribution, we have carried out clinical and molecular diagnosis of HRV strains in a 2-year study of children with acute respiratory infection visiting one district hospital in Shanghai. METHODOLOGY/FINDINGS: We cloned and sequenced a 924-nt fragment that covered part of the 5′UTR and the VP4/VP2 capsid genes. Sixty-four HRV-infected outpatients were diagnosed amongst 827 children with acute low respiratory tract infection. Two samples were co-infected with HRV-A and HRV-B or HRV-C. By comparative analysis of the VP4/VP2 sequences of the 66 HRVs, we showed a high diversity of strains in HRV-A and HRV-B species, and a prevalence of 51.5% of strains that belonged to the recently identified HRV-C species. When analyzing a fragment of the 5′ UTR, we characterized at least two subspecies of HRV-C: HRV-Cc, which clustered differently from HRV-A and HRV-B, and HRV-Ca, which resulted from previous recombination in this region with sequences related to HRV-A. The full-length sequence of one strain of each HRV-Ca and HRV-Cc subspecies was obtained for comparative analysis. We confirmed the close relationship of their structural proteins but showed apparent additional recombination events in the 2A gene and 3′UTR of the HRV-Ca strain. Double or triple infections with HRV-C and respiratory syncytial virus and/or bocavirus were diagnosed in 33.3% of the HRV-infected patients, but no correlation with severity of clinical outcome was observed. CONCLUSION: Our study showed a high diversity of HRV strains that cause bronchitis and pneumonia in children. A predominance of HRV-C over HRV-A and HRV-B was observed, and two subspecies of HRV-C were identified, the diversity of which seemed to be related to recombination with former HRV-A strains. None of the HRV-C strains appeared to have a higher clinical impact than HRV-A or HRV-B on respiratory compromise.	8d095d0275e474dbb9d9b63a75591ff2c0667d73	PMC2712091
IbMADS1 (Ipomoea batatas MADS-box 1 gene) is Involved in Tuberous Root Initiation in Sweet Potato (Ipomoea batatas)	BACKGROUND AND AIMS: The tuberization mechanism of sweet potato (Ipomoea batatas) has long been studied using various approaches. Morphological data have revealed that the tuberizing events result from the activation of the cambium, followed by cell proliferation. However, uncertainties still remain regarding the regulators participating in this signal-transduction pathway. An attempt was made to characterize the role of one MADS-box transcription factor, which was preferentially expressed in sweet potato roots at the early tuberization stage. METHODS: A differential expression level of IbMADS1 (Ipomoea batatas MADS-box 1) was detected temporally and spatially in sweet potato tissues. IbMADS1 responses to tuberization-related hormones were assessed. In order to identify the evolutionary significance, the expression pattern of IbMADS1 was surveyed in two tuber-deficient Ipomoea relatives, I. leucantha and I. trifida, and compared with sweet potato. In functional analyses, potato (Solanum tuberosum) was employed as a heterologous model. The resulting tuber morphogenesis was examined anatomically in order to address the physiological function of IbMADS1, which should act similarly in sweet potato. KEY RESULTS: IbMADS1 was preferentially expressed as tuberous root development proceeded. Its expression was inducible by tuberization-related hormones, such as jasmonic acid and cytokinins. In situ hybridization data showed that IbMADS1 transcripts were specifically distributed around immature meristematic cells within the stele and lateral root primordia. Inter-species examination indicated that IbMADS1 expression was relatively active in sweet potato roots, but undetectable in tuber-deficient Ipomoea species. IbMADS1-transformed potatoes exhibited tuber morphogenesis in the fibrous roots. The partial swellings along fibrous roots were mainly due to anomalous proliferation and differentiation in the xylem. CONCLUSIONS: Based on this study, it is proposed that IbMADS1 is an important integrator at the initiation of tuberization. As a result, the initiation and development of tuberous roots seems to be well regulated by a network involving a MADS-box gene in which such hormones as jasmonic acid and cytokinins may act as trigger factors.	9966ccef050ac0dc4d794363dbd1f865442ef0aa	PMC2712425
Novel Mechanistic Insights into Viral Modulation of Immune Receptor Signaling		f415c477bac80d18eec2b6775efd8d660a7688ba	PMC2712764
Influence of Dendritic Cells on Viral Pathogenicity	Although most viral infections cause minor, if any, symptoms, a certain number result in serious illness. Viral disease symptoms result both from direct viral replication within host cells and from indirect immunopathological consequences. Dendritic cells (DCs) are key determinants of viral disease outcome; they activate immune responses during viral infection and direct T cells toward distinct T helper type responses. Certain viruses are able to skew cytokine secretion by DCs inducing and/or downregulating the immune system with the aim of facilitating and prolonging release of progeny. Thus, the interaction of DCs with viruses most often results in the absence of disease or complete recovery when natural functions of DCs prevail, but may lead to chronic illness or death when these functions are outmanoeuvred by viruses in the exploitation of DCs.	347d44e7849c7abbf867722925ffc5996b0f9a11	PMC2712770
New angiotensins	Accumulation of a large body of evidence during the past two decades testifies to the complexity of the renin–angiotensin system (RAS). The incorporation of novel enzymatic pathways, resulting peptides, and their corresponding receptors into the biochemical cascade of the RAS provides a better understanding of its role in the regulation of cardiovascular and renal function. Hence, in recent years, it became apparent that the balance between the two opposing effector peptides, angiotensin II and angiotensin-(1-7), may have a pivotal role in determining different cardiovascular pathophysiologies. Furthermore, our recent studies provide evidence for the functional relevance of a newly discovered rat peptide, containing two additional amino acid residues compared to angiotensin I, first defined as proangiotensin-12 [angiotensin-(1-12)]. This review focuses on angiotensin-(1-7) and its important contribution to cardiovascular function and growth, while introducing angiotensin-(1-12) as a potential novel angiotensin precursor.	81697619d6028aae824ec626c3d52f176ef852d0	PMC2713173
Constitutional Flavonoids Derived from Epimedium Dose-Dependently Reduce Incidence of Steroid-Associated Osteonecrosis Not via Direct Action by Themselves on Potential Cellular Targets	Intravascular-thrombosis and extravascular-lipid-deposit are the two key pathogenic events considered to interrupt intraosseous blood supply during development of steroid-associated osteonecrosis (ON). However, there are no clinically employed agents capable of simultaneously targeting these two key pathogenic events. The present experimental study demonstrated that constitutional flavonoid glycosides derived from herb Epimedium (EF, composed of seven flavonoid compounds with common stem nuclear) exerted dose-dependent effect on inhibition of both thrombosis and lipid-deposition and accordingly reducing incidence of steroid-associated ON in rabbits, which was not via direct action by themselves rather by their common metabolite on potential cellular targets involved in the two pathogenic pathways. The underlying mechanism could be explained by counteracting endothelium injury and excessive adipogenesis. These findings encourage designing clinical trials to investigate potential of EF in prevention of steroid-associated ON.	baa419d7be9ab01f85ff19c108df77103b29cb50	PMC2713419
Severe Acute Respiratory Syndrome Coronavirus M Protein Inhibits Type I Interferon Production by Impeding the Formation of TRAF3·TANK·TBK1/IKKϵ Complex	Severe acute respiratory syndrome (SARS) coronavirus is highly pathogenic in humans and evades innate immunity at multiple levels. It has evolved various strategies to counteract the production and action of type I interferons, which mobilize the front-line defense against viral infection. In this study we demonstrate that SARS coronavirus M protein inhibits gene transcription of type I interferons. M protein potently antagonizes the activation of interferon-stimulated response element-dependent transcription by double-stranded RNA, RIG-I, MDA5, TBK1, IKKϵ, and virus-induced signaling adaptor (VISA) but has no influence on the transcriptional activity of this element when IRF3 or IRF7 is overexpressed. M protein physically associates with RIG-I, TBK1, IKKϵ, and TRAF3 and likely sequesters some of them in membrane-associated cytoplasmic compartments. Consequently, the expression of M protein prevents the formation of TRAF3·TANK·TBK1/IKKϵ complex and thereby inhibits TBK1/IKKϵ-dependent activation of IRF3/IRF7 transcription factors. Taken together, our findings reveal a new mechanism by which SARS coronavirus circumvents the production of type I interferons.		PMC2713514
Effectiveness of national cervical cancer screening programme in Taiwan: 12-year experiences	BACKGROUND: We examined cervical cancer incidence before and after nationwide cervical cancer screening was initiated in Taiwan in mid-1995. RESULTS: The invasive cancer incidence decreased by 47.8% during 1995–2006. The carcinoma in situ incidence increased 1.7-fold during 1995–2000, and decreased by 19.6% during 2000–2006. CONCLUSION: The Taiwan national programme has significantly decreased invasive cervical cancer.	d9642448d10a480b44672fcdb066ca3deff8031e	PMC2713714
Is dengue a threat to the blood supply?	Dengue is the most common arthropod-borne infection worldwide, affecting at least 50 million people every year and endemic in more than 100 countries. The dengue virus is a single-stranded RNA virus with four major serotypes. Infection with one serotype confers homotypic immunity but not heterologous immunity, and secondary infection with another serotype may lead to more severe disease. The major route of transmission occurs through the Aedes aegypti mosquito vector, but dengue has also been transmitted through blood transfusion and organ transplantation. Infection results in a spectrum of clinical illness ranging from asymptomatic infection, undifferentiated fever, dengue fever, dengue haemorrhagic fever (DHF) to dengue shock syndrome (DSS). Dengue is spreading rapidly to new areas and with increasing frequency of major outbreaks. A trend has also been observed towards increasing age among infected patients. This will impact blood supply availability as more blood donors are deferred because of dengue infection or exposure to infection. The risk of transmission through transfusion of blood from asymptomatic viraemic donors will also increase. Although screening tests for dengue and effective pathogen reduction processes are now available for the blood supply, the value of implementing these costly measures needs to be carefully considered. Demand for platelets and fresh frozen plasma will rise with increasing number of DHF/DSS. Evidence-based guidelines for the clinical use of these blood components in the management of patients with DHF/DSS have not been well established, and inappropriate use will contribute to the challenges faced by blood services.	8ef0cd02635a7841b2b26cb159038427c31c39b3	PMC2713854
Reading chest radiographs in the critically ill (Part II): Radiography of lung pathologies common in the ICU patient	This is part II of two series review of reading chest radiographs in the critically ill. Conventional chest radiography remains the cornerstone of day to day management of the critically ill occasionally supplemented by computed tomography or ultrasound for specific indications. In this second review we discuss radiographic findings of cardiopulmonary disorders common in the intensive care patient and suggest guidelines for interpretation based not only on imaging but also on the pathophysiology and clinical grounds.		PMC2714572
Public perceptions, anxiety, and behaviour change in relation to the swine flu outbreak: cross sectional telephone survey	Objective To assess whether perceptions of the swine flu outbreak predicted changes in behaviour among members of the public in England, Scotland, and Wales. Design Cross sectional telephone survey using random digit dialling. Setting Interviews by telephone between 8 and 12 May. Participants 997 adults aged 18 or more who had heard of swine flu and spoke English. Main outcome measures Recommended change in behaviour (increases in handwashing and surface cleaning or plans made with a “flu friend”) and avoidance behaviours (engaged in one or more of six behaviours such as avoiding large crowds or public transport). Results 37.8% of participants (n=377) reported performing any recommended behaviour change “over the past four days . . . because of swine flu.” 4.9% (n=49) had carried out any avoidance behaviour. Controlling for personal details and anxiety, recommended changes were associated with perceptions that swine flu is severe, that the risk of catching it is high risk, that the outbreak will continue for a long time, that the authorities can be trusted, that good information has been provided, that people can control their risk of catching swine flu, and that specific behaviours are effective in reducing the risk. Being uncertain about the outbreak and believing that the outbreak had been exaggerated were associated with a lower likelihood of change. The strongest predictor of behaviour change was ethnicity, with participants from ethnic minority groups being more likely to make recommended changes (odds ratio 3.2, 95% confidence interval 2.0 to 5.3) and carry out avoidance behaviours (4.1, 2.0 to 8.4). Conclusions The results support efforts to inform the public about specific actions that can reduce the risks from swine flu and to communicate about the government’s plans and resources. Tackling the perception that the outbreak has been “over-hyped” may be difficult but worthwhile. Additional research is required into differing reactions to the outbreak among ethnic groups.	c9fd14bb30e75a26b15c72e67ec881d2200a95e5	PMC2714687
Structure of the C-terminal domain of nsp4 from feline coronavirus	Coronaviruses are a family of positive-stranded RNA viruses that includes important pathogens of humans and other animals. The large coronavirus genome (26–31 kb) encodes 15–16 nonstructural proteins (nsps) that are derived from two replicase polyproteins by autoproteolytic processing. The nsps assemble into the viral replication–transcription complex and nsp3, nsp4 and nsp6 are believed to anchor this enzyme complex to modified intracellular membranes. The largest part of the coronavirus nsp4 subunit is hydrophobic and is predicted to be embedded in the membranes. In this report, a conserved C-terminal domain (∼100 amino-acid residues) has been delineated that is predicted to face the cytoplasm and has been isolated as a soluble domain using library-based construct screening. A prototypical crystal structure at 2.8 Å resolution was obtained using nsp4 from feline coronavirus. Unmodified and SeMet-substituted proteins were crystallized under similar conditions, resulting in tetragonal crystals that belonged to space group P4(3). The phase problem was initially solved by single isomorphous replacement with anomalous scattering (SIRAS), followed by molecular replacement using a SIRAS-derived composite model. The structure consists of a single domain with a predominantly α-helical content displaying a unique fold that could be engaged in protein–protein interactions.	f318f02676fa086210640feb3fb488ae9522ba95	PMC2714721
